Disease	Link	Source	MSHOld	MSH.Top	Gene	GeneScore	Rank	pval2	snp_id	pvalue	SNP.Trait.Cnt	snp.ld	r2	eqtl	rdb	Cat.rdb	eCat	AAEffect	AAScore	Gene.Trait.Cnt	OrphID	PPterm	Name	MSH	ensembl_id
Coronary heart disease	PUBMEDID:21378990	GWAS:A	coronary disease	Cardiovascular Diseases	ALS2CR8	4	3	1e-09	rs6725887	1e-09	2	rs72932561	1	no	no		9		1	3	NA	coronary disease	Coronary Disease	Coronary Disease	ENSG00000138380
Coronary heart disease	PUBMEDID:21378990	GWAS:A	coronary disease	Cardiovascular Diseases	ANKS1A	4	1	1e-08	rs17609940	1e-08	1	rs17609940	1	no	no		9		1	2	NA	coronary disease	Coronary Disease	Coronary Disease	ENSG00000064999
Coronary heart disease	PUBMEDID:21378990	GWAS:A	coronary disease	Cardiovascular Diseases	ARL3	4	4	1e-09	rs12413409	1e-09	2	rs3824754	0.909	no	yes	4	4		1	9	NA	coronary disease	Coronary Disease	Coronary Disease	ENSG00000138175
Coronary heart disease	PUBMEDID:21378990	GWAS:A	coronary disease	Cardiovascular Diseases	AS3MT	4	10	1e-09	rs12413409	1e-09	2	rs17879819	0.977	no	no		9		1	9	NA	coronary disease	Coronary Disease	Coronary Disease	ENSG00000214435
Coronary heart disease	PUBMEDID:21378990	GWAS:A	coronary disease	Cardiovascular Diseases	C10orf32	4	11	1e-09	rs12413409	1e-09	2	rs112468006	0.912	no	no		9		1	9	NA	coronary disease	Coronary Disease	Coronary Disease	ENSG00000166275
Coronary heart disease	PUBMEDID:21378990	GWAS:A	coronary disease	Cardiovascular Diseases	C6orf106	3	5	1e-08	rs17609940	1e-08	1	rs12201824	0.776	no	no		9		1	2	NA	coronary disease	Coronary Disease	Coronary Disease	ENSG00000196821
Coronary heart disease	PUBMEDID:21378990	GWAS:A	coronary disease	Cardiovascular Diseases	CNNM2	4	8	1e-09	rs12413409	1e-09	2	rs12413409	1	no	no		9		1	9	NA	coronary disease	Coronary Disease	Coronary Disease	ENSG00000148842
Coronary heart disease	PUBMEDID:21378990	GWAS:A	coronary disease	Cardiovascular Diseases	COPS3	2	2	4e-10	rs12936587	4e-10	2	rs12942059	0.544	no	yes	4	4		1	5	NA	coronary disease	Coronary Disease	Coronary Disease	ENSG00000141030
Coronary heart disease	PUBMEDID:21378990	GWAS:A	coronary disease	Cardiovascular Diseases	CUEDC2	4	5	1e-09	rs12413409	1e-09	2	rs3824754	0.909	no	yes	4	4		1	9	NA	coronary disease	Coronary Disease	Coronary Disease	ENSG00000107874
Coronary heart disease	PUBMEDID:21378990	GWAS:A	coronary disease	Cardiovascular Diseases	CYP17A1	4	12	1e-09	rs12413409	1e-09	2	rs3824755	0.912	no	no		9		1	9	NA	coronary disease	Coronary Disease	Coronary Disease	ENSG00000148795
Coronary heart disease	PUBMEDID:21378990	GWAS:A	coronary disease	Cardiovascular Diseases	CYP20A1	4	5	1e-09	rs6725887	1e-09	2	rs115600411	0.94	no	no		9		1	3	NA	coronary disease	Coronary Disease	Coronary Disease	ENSG00000119004
Coronary heart disease	PUBMEDID:21378990	GWAS:A	coronary disease	Cardiovascular Diseases	DNM2	4	2	1e-09	rs1122608	1e-09	2	rs7258189	0.587	yes	no		2		1	3	NA	coronary disease	Coronary Disease	Coronary Disease	ENSG00000079805
Coronary heart disease	PUBMEDID:21378990	GWAS:A	coronary disease	Cardiovascular Diseases	HHIPL1	4	1	1e-10	rs2895811	1e-10	2	rs2895811	1	no	no		9		1	5	NA	coronary disease	Coronary Disease	Coronary Disease	ENSG00000182218
Coronary heart disease	PUBMEDID:21378990	GWAS:A	coronary disease	Cardiovascular Diseases	ICA1L	4	1	1e-09	rs6725887	1e-09	2	2-203728447	1	no	no		9		1	3	NA	coronary disease	Coronary Disease	Coronary Disease	ENSG00000163596
Coronary heart disease	PUBMEDID:21378990	GWAS:A	coronary disease	Cardiovascular Diseases	LPA	8	1	3e-11	rs3798220	3e-11	1	rs3798220	1	no	no		0	missense_variant	0.300965165841948	2	NA	coronary disease	Coronary Disease	Coronary Disease	ENSG00000198670
Coronary heart disease	PUBMEDID:21378990	GWAS:A	coronary disease	Cardiovascular Diseases	MAP3K4	4	2	3e-11	rs3798220	3e-11	1	rs7452960	1	no	yes	4	4		1	2	NA	coronary disease	Coronary Disease	Coronary Disease	ENSG00000085511
Coronary heart disease	PUBMEDID:21378990	GWAS:A	coronary disease	Cardiovascular Diseases	MNT	4	1	1e-09	rs216172	1e-09	2	rs216172	1	no	yes	4	4		1	6	NA	coronary disease	Coronary Disease	Coronary Disease	ENSG00000070444
Coronary heart disease	PUBMEDID:21378990	GWAS:A	coronary disease	Cardiovascular Diseases	MPRIP	2	4	4e-10	rs12936587	4e-10	2	rs9899364	0.537	no	yes	4	4		1	5	NA	coronary disease	Coronary Disease	Coronary Disease	ENSG00000133030
Coronary heart disease	PUBMEDID:21378990	GWAS:A	coronary disease	Cardiovascular Diseases	NBEAL1	4	4	1e-09	rs6725887	1e-09	2	rs115810193	0.984	no	no		9		1	3	NA	coronary disease	Coronary Disease	Coronary Disease	ENSG00000144426
Coronary heart disease	PUBMEDID:21378990	GWAS:A	coronary disease	Cardiovascular Diseases	NT5C2	4	9	1e-09	rs12413409	1e-09	2	rs11191580	0.977	no	no		9		1	9	NA	coronary disease	Coronary Disease	Coronary Disease	ENSG00000076685
Coronary heart disease	PUBMEDID:21378990	GWAS:A	coronary disease	Cardiovascular Diseases	PEMT	2	7	4e-10	rs12936587	4e-10	2	rs4646342	0.536	no	no		9		1	5	NA	coronary disease	Coronary Disease	Coronary Disease	ENSG00000133027
Coronary heart disease	PUBMEDID:21378990	GWAS:A	coronary disease	Cardiovascular Diseases	PLD6	2	5	4e-10	rs12936587	4e-10	2	rs9899364	0.537	no	yes	4	4		1	5	NA	coronary disease	Coronary Disease	Coronary Disease	ENSG00000179598
Coronary heart disease	PUBMEDID:21378990	GWAS:A	coronary disease	Cardiovascular Diseases	RAI1	2	6	4e-10	rs12936587	4e-10	2	rs7209595	0.623	no	no		9		1	5	NA	coronary disease	Coronary Disease	Coronary Disease	ENSG00000108557
Coronary heart disease	PUBMEDID:21378990	GWAS:A	coronary disease	Cardiovascular Diseases	RAPH1	2	7	1e-09	rs6725887	1e-09	2	rs16839813	0.529	no	no		9		1	3	NA	coronary disease	Coronary Disease	Coronary Disease	ENSG00000173166
Coronary heart disease	PUBMEDID:21378990	GWAS:A	coronary disease	Cardiovascular Diseases	RASD1	4	1	4e-10	rs12936587	4e-10	2	rs8074794	0.59	yes	no		2		1	5	NA	coronary disease	Coronary Disease	Coronary Disease	ENSG00000108551
Coronary heart disease	PUBMEDID:21378990	GWAS:A	coronary disease	Cardiovascular Diseases	SFXN2	4	6	1e-09	rs12413409	1e-09	2	rs3824754	0.909	no	yes	4	4		1	9	NA	coronary disease	Coronary Disease	Coronary Disease	ENSG00000156398
Coronary heart disease	PUBMEDID:21378990	GWAS:A	coronary disease	Cardiovascular Diseases	SLC22A3	2	4	3e-11	rs3798220	3e-11	1	rs1510226	0.749	no	no		9		1	2	NA	coronary disease	Coronary Disease	Coronary Disease	ENSG00000146477
Coronary heart disease	PUBMEDID:21378990	GWAS:A	coronary disease	Cardiovascular Diseases	SMARCA4	4	1	1e-09	rs1122608	1e-09	2	rs1122608	1	no	no		9		1	9	NA	coronary disease	Coronary Disease	Coronary Disease	ENSG00000127616
Coronary heart disease	PUBMEDID:21378990	GWAS:A	coronary disease	Cardiovascular Diseases	SMG6	4	2	1e-09	rs216172	1e-09	2	rs216172	1	no	no	4	4		1	6	NA	coronary disease	Coronary Disease	Coronary Disease	ENSG00000070366
Coronary heart disease	PUBMEDID:21378990	GWAS:A	coronary disease	Cardiovascular Diseases	SREBF1	2	3	4e-10	rs12936587	4e-10	2	rs12942059	0.544	no	yes	4	4		1	5	NA	coronary disease	Coronary Disease	Coronary Disease	ENSG00000072310
Coronary heart disease	PUBMEDID:21378990	GWAS:A	coronary disease	Cardiovascular Diseases	SRR	3	3	1e-09	rs216172	1e-09	2	rs408067	0.827	no	no		9		1	6	NA	coronary disease	Coronary Disease	Coronary Disease	ENSG00000167720
Coronary heart disease	PUBMEDID:21378990	GWAS:A	coronary disease	Cardiovascular Diseases	SUFU	4	7	1e-09	rs12413409	1e-09	2	rs3824754	0.909	no	yes	4	4		1	9	NA	coronary disease	Coronary Disease	Coronary Disease	ENSG00000107882
Coronary heart disease	PUBMEDID:21378990	GWAS:A	coronary disease	Cardiovascular Diseases	TAF5	5	1	1e-09	rs12413409	1e-09	2	rs1926032	0.719	no	yes	1f	1f		1	9	NA	coronary disease	Coronary Disease	Coronary Disease	ENSG00000148835
Coronary heart disease	PUBMEDID:21378990	GWAS:A	coronary disease	Cardiovascular Diseases	TAGLN	6	1	1e-17	rs964184	1e-17	3	rs964184	1	yes	no		2		1	6	NA	coronary disease	Coronary Disease	Coronary Disease	ENSG00000149591
Coronary heart disease	PUBMEDID:21378990	GWAS:A	coronary disease	Cardiovascular Diseases	TCF21	4	1	1e-12	rs12190287	1e-12	2	rs12190287	1	no	no		9		1	3	NA	coronary disease	Coronary Disease	Coronary Disease	ENSG00000118526
Coronary heart disease	PUBMEDID:21378990	GWAS:A	coronary disease	Cardiovascular Diseases	TCP11	4	2	1e-08	rs17609940	1e-08	1	rs10456429	0.948	no	no		9		1	2	NA	coronary disease	Coronary Disease	Coronary Disease	ENSG00000124678
Coronary heart disease	PUBMEDID:21378990	GWAS:A	coronary disease	Cardiovascular Diseases	USMG5	6	2	1e-09	rs12413409	1e-09	2	rs12413409	1	yes	no		2		1	9	NA	coronary disease	Coronary Disease	Coronary Disease	ENSG00000173915
Coronary heart disease	PUBMEDID:21378990	GWAS:A	coronary disease	Cardiovascular Diseases	WDR12	4	2	1e-09	rs6725887	1e-09	2	rs6725887	1	no	no		9		1	3	NA	coronary disease	Coronary Disease	Coronary Disease	ENSG00000138442
Coronary heart disease	PUBMEDID:21378990	GWAS:A	coronary disease	Cardiovascular Diseases	WDR81	3	4	1e-09	rs216172	1e-09	2	rs2957926	0.555	no	yes	3a	3a		1	6	NA	coronary disease	Coronary Disease	Coronary Disease	ENSG00000167716
Coronary heart disease	PUBMEDID:21378990	GWAS:A	coronary disease	Cardiovascular Diseases	ZC3HC1	8	1	9e-18	rs11556924	9e-18	2	rs11556924	1	no	no		0	missense_variant	0.0111214541178776	3	NA	coronary disease	Coronary Disease	Coronary Disease	ENSG00000091732
Coronary heart disease	PUBMEDID:21378990	GWAS:A	coronary disease	Cardiovascular Diseases	ZNF259	4	2	1e-17	rs964184	1e-17	3	rs964184	1	no	no		9		1	8	NA	coronary disease	Coronary Disease	Coronary Disease	ENSG00000109917
Coronary heart disease	PUBMEDID:21378990	GWAS:A	coronary disease	Cardiovascular Diseases	ZNF76	3	3	1e-08	rs17609940	1e-08	1	rs12203818	0.825	no	no		9		1	2	NA	coronary disease	Coronary Disease	Coronary Disease	ENSG00000065029
Coronary heart disease	PUBMEDID:21378990	GWAS:B	coronary disease	Cardiovascular Diseases	COL4A1	3	1	3.84e-09	rs4773144	3.84e-09	2	rs4773144	1	no	no		9		1	3	NA	coronary disease	Coronary Disease	Coronary Disease	ENSG00000187498
Coronary heart disease	PUBMEDID:21378990	GWAS:B	coronary disease	Cardiovascular Diseases	COL4A2	3	2	3.84e-09	rs4773144	3.84e-09	2	rs4773144	1	no	no		9		1	3	NA	coronary disease	Coronary Disease	Coronary Disease	ENSG00000134871
Coronary heart disease	PUBMEDID:21378990	GWAS:B	coronary disease	Cardiovascular Diseases	PPAP2B	3	1	3.81e-19	rs17114036	3.81e-19	2	rs17114036	1	no	no		9		1	5	NA	coronary disease	Coronary Disease	Coronary Disease	ENSG00000162407
Coronary heart disease	PUBMEDID:21606135	GWAS:A	coronary disease	Cardiovascular Diseases	CDKN2A	2	3	2e-27	rs7865618	2e-27	1	rs2518723	0.515	no	no		9		1	2	NA	coronary disease	Coronary Disease	Coronary Disease	ENSG00000147889
Coronary heart disease	PUBMEDID:21606135	GWAS:A	coronary disease	Cardiovascular Diseases	CDKN2B	3	2	2e-27	rs7865618	2e-27	1	rs1063192	0.877	no	no		9		1	2	NA	coronary disease	Coronary Disease	Coronary Disease	ENSG00000147883
Coronary heart disease	PUBMEDID:21606135	GWAS:A	coronary disease	Cardiovascular Diseases	MTAP	4	1	2e-27	rs7865618	2e-27	1	rs523096	0.818	no	yes	3a	3a		1	2	NA	coronary disease	Coronary Disease	Coronary Disease	ENSG00000099810
Coronary heart disease	PUBMEDID:21626137	GWAS:A	coronary disease	Cardiovascular Diseases	C4orf6	6	1	2e-11	rs7673097	2e-11	1	rs7673097	1	no	yes	2b	2b		1	4	NA	coronary disease	Coronary Disease	Coronary Disease	ENSG00000082929
Coronary heart disease	PUBMEDID:21626137	GWAS:A	coronary disease	Cardiovascular Diseases	EVC	4	2	2e-11	rs7697839	2e-11	1	rs6812303	0.819	no	yes	3a	3a		1	4	NA	coronary disease	Coronary Disease	Coronary Disease	ENSG00000072840
Coronary heart disease	PUBMEDID:21626137	GWAS:A	coronary disease	Cardiovascular Diseases	HSP90B1	3	2	3e-09	rs1165668	3e-09	1	rs1165681	0.755	no	no		9		1	4	NA	coronary disease	Coronary Disease	Coronary Disease	ENSG00000166598
Coronary heart disease	PUBMEDID:21626137	GWAS:A	coronary disease	Cardiovascular Diseases	MSX1	4	3	2e-11	rs7697839	2e-11	1	rs6812303	0.819	no	yes	3a	3a		1	4	NA	coronary disease	Coronary Disease	Coronary Disease	ENSG00000163132
Coronary heart disease	PUBMEDID:21626137	GWAS:A	coronary disease	Cardiovascular Diseases	STK32B	6	2	2e-11	rs7673097	2e-11	1	rs7673097	1	no	no	2b	2b		1	4	NA	coronary disease	Coronary Disease	Coronary Disease	ENSG00000152953
Coronary heart disease	PUBMEDID:21626137	GWAS:A	coronary disease	Cardiovascular Diseases	TDG	5	1	3e-09	rs1165668	3e-09	1	rs1165668	1	no	yes	3a	3a		1	4	NA	coronary disease	Coronary Disease	Coronary Disease	ENSG00000139372
Coronary heart disease	PUBMEDID:21971053	GWAS:A	coronary disease	Cardiovascular Diseases	ALDH2	8	1	2e-34	rs671	2e-34	2	rs671	1	no	no		0	missense_variant	0.0786340698642889	3	NA	coronary disease	Coronary Disease	Coronary Disease	ENSG00000111275
Coronary heart disease	PUBMEDID:21971053	GWAS:B	coronary disease	Cardiovascular Diseases	BRAP	3	1	1.07e-15	rs11066001	1.07e-15	2	rs11066001	1	no	no		9		1	10	NA	coronary disease	Coronary Disease	Coronary Disease	ENSG00000089234
Coronary heart disease	PUBMEDID:21971053	GWAS:B	coronary disease	Cardiovascular Diseases	IP6K3	3	7	1.65e-10	rs3818532	1.65e-10	1	rs12203688	0.975	no	no		9		1	4	NA	coronary disease	Coronary Disease	Coronary Disease	ENSG00000161896
Coronary heart disease	PUBMEDID:21971053	GWAS:B	coronary disease	Cardiovascular Diseases	ITPR3	5	1	1.65e-10	rs3818532	1.65e-10	1	rs3818532	1	yes	no		2		1	6	NA	coronary disease	Coronary Disease	Coronary Disease	ENSG00000096433
Coronary heart disease	PUBMEDID:21971053	GWAS:B	coronary disease	Cardiovascular Diseases	KIAA0319	3	1	5.21e-12	rs6932003	5.21e-12	1	6-24632090	1	no	no		9		1	2	NA	coronary disease	Coronary Disease	Coronary Disease	ENSG00000137261
Coronary heart disease	PUBMEDID:21971053	GWAS:B	coronary disease	Cardiovascular Diseases	LEMD2	2	3	1.65e-10	rs3818532	1.65e-10	1	rs34139049	0.796	no	yes	4	4		1	4	NA	coronary disease	Coronary Disease	Coronary Disease	ENSG00000161904
Coronary heart disease	PUBMEDID:21971053	GWAS:B	coronary disease	Cardiovascular Diseases	LRRC16A	3	9	5.21e-12	rs6932003	5.21e-12	1	rs76315339	1	no	no		9		1	4	NA	coronary disease	Coronary Disease	Coronary Disease	ENSG00000079691
Coronary heart disease	PUBMEDID:21971053	GWAS:B	coronary disease	Cardiovascular Diseases	MLN	2	8	1.65e-10	rs3818532	1.65e-10	1	rs36122085	0.773	no	no		9		1	4	NA	coronary disease	Coronary Disease	Coronary Disease	ENSG00000096395
Coronary heart disease	PUBMEDID:21971053	GWAS:B	coronary disease	Cardiovascular Diseases	NAA25	3	1	4.13e-18	rs11066132	4.13e-18	1	rs11066132	1	no	no		9		1	6	NA	coronary disease	Coronary Disease	Coronary Disease	ENSG00000111300
Coronary heart disease	PUBMEDID:21971053	GWAS:B	coronary disease	Cardiovascular Diseases	SCGN	3	8	5.21e-12	rs6932003	5.21e-12	1	rs74642382	1	no	no		9		1	2	NA	coronary disease	Coronary Disease	Coronary Disease	ENSG00000079689
Coronary heart disease	PUBMEDID:21971053	GWAS:B	coronary disease	Cardiovascular Diseases	SLC17A1	3	1	1.69e-11	rs3734526	1.69e-11	1	rs1165197	1	no	no		9		1	2	NA	coronary disease	Coronary Disease	Coronary Disease	ENSG00000124568
Coronary heart disease	PUBMEDID:21971053	GWAS:B	coronary disease	Cardiovascular Diseases	SLC17A2	6	1	9.1e-10	rs7356849	9.1e-10	1	rs12208788	0.923	no	yes	1f	1f		1	4	NA	coronary disease	Coronary Disease	Coronary Disease	ENSG00000112337
Coronary heart disease	PUBMEDID:21971053	GWAS:B	coronary disease	Cardiovascular Diseases	SLC17A3	3	37	9.1e-10	rs7356849	9.1e-10	1	rs4712982	0.619	no	yes	2b	2b		1	4	NA	coronary disease	Coronary Disease	Coronary Disease	ENSG00000124564
Coronary heart disease	PUBMEDID:21971053	GWAS:B	coronary disease	Cardiovascular Diseases	SLC17A4	3	2	1.69e-11	rs3734526	1.69e-11	1	rs3734526	1	no	no		9		1	2	NA	coronary disease	Coronary Disease	Coronary Disease	ENSG00000146039
Coronary heart disease	PUBMEDID:21971053	GWAS:B	coronary disease	Cardiovascular Diseases	SST	3	1	1.5e-10	rs12638067	1.5e-10	1	rs73886434	0.961	no	no		9		1	2	NA	coronary disease	Coronary Disease	Coronary Disease	ENSG00000157005
Coronary heart disease	PUBMEDID:21971053	GWAS:B	coronary disease	Cardiovascular Diseases	TUSC3	2	1	1.4e-13	rs11785210	1.4e-13	1	rs2604363	0.855	no	no		9		1	2	NA	coronary disease	Coronary Disease	Coronary Disease	ENSG00000104723
Coronary heart disease	PUBMEDID:21971053	GWAS:B	coronary disease	Cardiovascular Diseases	UHRF1BP1	5	1	1.04e-10	rs13203745	1.04e-10	1	rs13203745	1	yes	no		2		1	8	NA	coronary disease	Coronary Disease	Coronary Disease	ENSG00000065060
Coronary heart disease	PUBMEDID:22751097	GWAS:A	coronary disease	Cardiovascular Diseases	GALNT4	6	1	6e-10	rs7136259	6e-10	1	rs7136259	1	yes	no		2		1	2	NA	coronary disease	Coronary Disease	Coronary Disease	ENSG00000257594
Coronary heart disease	PUBMEDID:23364394	GWAS:A	coronary disease	Cardiovascular Diseases	CCDC63	4	3	4e-14	rs3782889	4e-14	1	rs11065756	0.977	no	no		9		1	2	NA	coronary disease	Coronary Disease	Coronary Disease	ENSG00000173093
Coronary heart disease	PUBMEDID:23364394	GWAS:A	coronary disease	Cardiovascular Diseases	MYL2	6	1	4e-14	rs3782889	4e-14	1	rs3782889	1	yes	no		2		1	2	NA	coronary disease	Coronary Disease	Coronary Disease	ENSG00000111245
Coronary heart disease	PUBMEDID:23364394	GWAS:A	coronary disease	Cardiovascular Diseases	TCTN1	6	2	4e-14	rs3782889	4e-14	1	rs11065769	0.976	no	yes	2b	2b		1	2	NA	coronary disease	Coronary Disease	Coronary Disease	ENSG00000204852
Coronary heart disease	PUBMEDID:23364394	GWAS:B	coronary disease	Cardiovascular Diseases	ACAD10	3	1	4.51e-11	rs11066015	4.51e-11	2	rs11066015	1	no	no		9		1	3	NA	coronary disease	Coronary Disease	Coronary Disease	ENSG00000111271
Coronary heart disease	PUBMEDID:23364394	GWAS:B	coronary disease	Cardiovascular Diseases	AMBP	1	2	6.43e-10	rs12347081	6.43e-10	1	rs2856923	0.643	no	no		9		1	2	NA	coronary disease	Coronary Disease	Coronary Disease	ENSG00000106927
Coronary heart disease	PUBMEDID:23364394	GWAS:B	coronary disease	Cardiovascular Diseases	KIF12	3	1	6.43e-10	rs12347081	6.43e-10	1	rs12347081	1	no	no		9		1	4	NA	coronary disease	Coronary Disease	Coronary Disease	ENSG00000136883
Coronary heart disease	PUBMEDID:23364394	GWAS:B	coronary disease	Cardiovascular Diseases	POLR3B	3	1	3.08e-09	rs11112992	3.08e-09	1	rs11112992	1	no	no		9		1	2	NA	coronary disease	Coronary Disease	Coronary Disease	ENSG00000013503
Coronary heart disease	PUBMEDID:23364394	GWAS:B	coronary disease	Cardiovascular Diseases	SRRM4	3	1	2.84e-10	rs7134341	2.84e-10	1	rs7134341	1	no	no		9		1	2	NA	coronary disease	Coronary Disease	Coronary Disease	ENSG00000139767
Coronary heart disease	PUBMEDID:23364394	GWAS:B	coronary disease	Cardiovascular Diseases	SVEP1	3	1	5.94e-10	rs10980451	5.94e-10	1	rs10980451	1	no	no		9		1	2	NA	coronary disease	Coronary Disease	Coronary Disease	ENSG00000165124
Coronary heart disease	PUBMEDID:23364394	GWAS:B	coronary disease	Cardiovascular Diseases	TCP11L2	3	2	3.08e-09	rs11112992	3.08e-09	1	rs11112945	0.945	no	no		9		1	2	NA	coronary disease	Coronary Disease	Coronary Disease	ENSG00000166046
Coronary heart disease	PUBMEDID:23364394	GWAS:B	coronary disease	Cardiovascular Diseases	TRAFD1	3	1	5.14e-09	rs12231737	5.14e-09	1	rs12231737	1	no	no		9		1	6	NA	coronary disease	Coronary Disease	Coronary Disease	ENSG00000135148
Cortical structure	PUBMEDID:22343285	GWAS:A	malformations of cortical development	Nervous System Diseases	GPCPD1	4	1	6e-09	rs238295	6e-09	1	rs238295	1	no	no		9		1	2	NA	malformations of cortical development	Malformations of Cortical Development	Malformations of Cortical Development	ENSG00000125772
Cortical thickness	PUBMEDID:22792071	GWAS:A	cobblestone lissencephaly	Nervous System Diseases	AKAP11	4	1	4e-09	rs9525638	4e-09	1	rs9533147	0.918	no	yes	4	4		1	2	NA	cobblestone lissencephaly	Cobblestone Lissencephaly	Cobblestone Lissencephaly	ENSG00000023516
Cortical thickness	PUBMEDID:22792071	GWAS:A	cobblestone lissencephaly	Nervous System Diseases	EPSTI1	4	2	4e-09	rs9525638	4e-09	1	rs9533147	0.918	no	yes	4	4		1	2	NA	cobblestone lissencephaly	Cobblestone Lissencephaly	Cobblestone Lissencephaly	ENSG00000133106
Cortical thickness	PUBMEDID:22792071	GWAS:A	cobblestone lissencephaly	Nervous System Diseases	TNFSF11	4	4	4e-09	rs9525638	4e-09	1	rs9533162	0.992	no	no		9		1	2	NA	cobblestone lissencephaly	Cobblestone Lissencephaly	Cobblestone Lissencephaly	ENSG00000120659
Cortical thickness	PUBMEDID:22792071	GWAS:B	cobblestone lissencephaly	Nervous System Diseases	FAM3C	3	2	8.45e-16	rs2536189	8.45e-16	1	rs2536172	0.962	no	no		9		1	29	NA	cobblestone lissencephaly	Cobblestone Lissencephaly	Cobblestone Lissencephaly	ENSG00000196937
Cortical thickness	PUBMEDID:22792071	GWAS:B	cobblestone lissencephaly	Nervous System Diseases	WNT16	7	1	1.17e-15	rs2908004	1.17e-15	1	rs2908004	1	no	no		0	missense_variant	0.565626377933467	29	NA	cobblestone lissencephaly	Cobblestone Lissencephaly	Cobblestone Lissencephaly	ENSG00000002745
Creutzfeldt-Jakob disease	PUBMEDID:19081515	GWAS:A	creutzfeldt-jakob syndrome	Nervous System Diseases	PRNP	8	1	2e-21	rs1799990	2e-21	1	rs1799990	1	no	no		0	missense_variant	0.433001812748028	7	NA	creutzfeldt-jakob syndrome	Creutzfeldt-Jakob Syndrome	Creutzfeldt-Jakob Syndrome	ENSG00000171867
Creutzfeldt-Jakob disease (variant)	PUBMEDID:22137330	GWAS:B	creutzfeldt-jakob syndrome	Nervous System Diseases	AC007319.1	2	1	1e-08	rs12693471	0	1	rs698592	0.804	no	yes	4	4		1	2	NA	creutzfeldt-jakob syndrome	Creutzfeldt-Jakob Syndrome	Creutzfeldt-Jakob Syndrome	ENSG00000224063
